"","Age","Career","Marital_Statues","Education","Mortage","Personal_Loan","Contact_Type","Number_of_Contacts","Subscribed","Cus_ID"
"34759",19,"student","single","secondary education","yes","no","telephone",2,"no",34759
"34760",46,"blue-collar","married","professional education","no","no","telephone",3,"no",34760
"34761",19,"student","single","secondary education","no","no","cellular",1,"no",34761
"34762",32,"student","married","professional education","yes","no","cellular",2,"no",34762
"34763",39,"technician","married","professional education","yes","no","cellular",1,"no",34763
"34764",40,"management","married","university education","no","no","cellular",1,"no",34764
"34765",40,"management","married","university education","no","yes","cellular",1,"no",34765
"34766",52,"administration","married","university education","yes","no","cellular",3,"yes",34766
"34767",67,"retired","married","professional education","yes","yes","cellular",1,"no",34767
"34768",57,"entrepreneur","married","professional education","yes","no","telephone",1,"no",34768
"34769",37,"blue-collar","married","secondary education","no","no","cellular",1,"yes",34769
"34770",37,"blue-collar","married","secondary education","no","no","cellular",2,"no",34770
"34771",34,"technician","single","professional education","yes","no","cellular",2,"yes",34771
"34772",35,"technician","married","university education","yes","no","cellular",2,"no",34772
"34773",58,"technician","married","professional education","no","no","cellular",2,"no",34773
"34774",43,"services","married","secondary education","yes","no","telephone",1,"no",34774
"34775",70,"housemaid","divorced","primary education","no","no","telephone",3,"no",34775
"34776",34,"administration","single","university education","yes","yes","cellular",1,"no",34776
"34777",69,"retired","married","secondary education","yes","no","cellular",1,"no",34777
"34778",59,"technician","single","primary education","no","no","telephone",1,"no",34778
"34779",49,"management","divorced","university education","yes","yes","cellular",1,"no",34779
"34780",31,"administration","single","university education","no","no","cellular",1,"yes",34780
"34781",31,"administration","single","university education","no","no","cellular",1,"no",34781
"34782",50,"management","married","university education","no","no","cellular",3,"no",34782
"34783",31,"administration","single","university education","no","no","telephone",1,"no",34783
"34784",45,"services","married","secondary education","no","no","cellular",3,"no",34784
"34785",60,"retired","married","secondary education","no","no","cellular",1,"no",34785
"34786",30,"administration","single","university education","no","no","cellular",1,"no",34786
"34787",30,"administration","single","university education","yes","yes","cellular",1,"no",34787
"34788",31,"administration","single","university education","yes","yes","telephone",2,"no",34788
"34789",58,"technician","married","professional education","no","no","cellular",2,"yes",34789
"34790",33,"administration","single","secondary education","yes","no","cellular",3,"yes",34790
"34791",26,"student","single","professional education","yes","no","cellular",2,"yes",34791
"34792",35,"self-employed","married","university education","yes","no","telephone",1,"no",34792
"34793",59,"retired","married","secondary education","yes","no","cellular",1,"no",34793
"34794",29,"technician","single","professional education","yes","yes","cellular",1,"no",34794
"34795",61,"entrepreneur","married","university education","yes","no","cellular",1,"yes",34795
"34796",52,"management","married","secondary education","yes","yes","cellular",1,"yes",34796
"34797",52,"management","married","secondary education","no","no","cellular",1,"yes",34797
"34798",42,"administration","single","university education","no","no","cellular",1,"no",34798
"34799",85,"retired","married","professional education","no","no","cellular",1,"yes",34799
"34800",27,"administration","single","university education","yes","no","cellular",1,"no",34800
"34801",27,"administration","single","university education","yes","no","cellular",1,"no",34801
"34802",49,"technician","married","professional education","yes","no","cellular",1,"no",34802
"34803",30,"administration","married","university education","no","no","cellular",3,"yes",34803
"34804",69,"entrepreneur","married","university education","yes","no","cellular",1,"no",34804
"34805",28,"administration","single","university education","no","no","cellular",1,"no",34805
"34806",41,"administration","single","university education","yes","no","cellular",2,"no",34806
"34807",54,"administration","single","university education","yes","no","cellular",1,"no",34807
"34808",60,"administration","married","professional education","no","no","cellular",1,"no",34808
"34809",57,"administration","married","university education","yes","no","cellular",1,"yes",34809
"34810",35,"administration","married","university education","no","yes","cellular",1,"yes",34810
"34811",35,"administration","single","university education","no","yes","cellular",1,"no",34811
"34812",80,"retired","married","illiterate","yes","yes","cellular",1,"yes",34812
"34813",26,"administration","single","university education","no","no","cellular",1,"yes",34813
"34814",67,"retired","married","university education","no","no","cellular",1,"no",34814
"34815",56,"retired","married","secondary education","yes","yes","cellular",1,"no",34815
"34816",59,"administration","divorced","professional education","yes","no","telephone",1,"no",34816
"34817",44,"management","married","university education","no","no","cellular",2,"yes",34817
"34818",47,"administration","married","university education","yes","no","cellular",1,"no",34818
"34819",58,"technician","married","professional education","yes","no","cellular",2,"yes",34819
"34820",59,"administration","divorced","professional education","no","no","cellular",1,"yes",34820
"34821",59,"administration","divorced","professional education","no","no","cellular",1,"no",34821
"34822",59,"administration","divorced","professional education","no","no","telephone",1,"no",34822
"34823",34,"administration","divorced","university education","no","no","cellular",2,"yes",34823
"34824",30,"administration","married","university education","yes","no","cellular",3,"no",34824
"34825",70,"retired","married","secondary education","yes","no","cellular",1,"no",34825
"34826",59,"blue-collar","married","primary education","no","no","cellular",3,"no",34826
"34827",58,"administration","married","university education","no","no","cellular",4,"no",34827
"34828",49,"administration","married","university education","yes","no","cellular",2,"yes",34828
"34829",35,"technician","single","university education","yes","no","cellular",3,"no",34829
"34830",57,"management","married","university education","yes","no","cellular",1,"no",34830
"34831",21,"unemployed","single","secondary education","yes","no","telephone",2,"no",34831
"34832",57,"management","married","university education","no","no","cellular",1,"no",34832
"34833",62,"management","married","university education","yes","yes","cellular",2,"no",34833
"34834",27,"administration","single","university education","yes","no","cellular",2,"no",34834
"34835",60,"management","married","university education","no","no","cellular",4,"no",34835
"34836",31,"services","single","university education","yes","no","telephone",1,"no",34836
"34837",27,"administration","single","university education","yes","no","cellular",2,"yes",34837
"34838",36,"administration","divorced","university education","no","yes","cellular",2,"yes",34838
"34839",31,"blue-collar","single","university education","no","no","cellular",2,"no",34839
"34840",48,"administration","married","secondary education","no","no","cellular",2,"no",34840
"34841",25,"administration","single","secondary education","yes","yes","cellular",1,"no",34841
"34842",26,"student","single","secondary education","no","no","telephone",1,"no",34842
"34843",26,"student","single","secondary education","yes","no","cellular",1,"yes",34843
"34844",49,"administration","married","secondary education","yes","no","cellular",2,"yes",34844
"34845",26,"student","single","secondary education","no","no","telephone",1,"yes",34845
"34846",49,"administration","married","secondary education","yes","no","cellular",2,"no",34846
"34847",26,"student","single","secondary education","yes","no","cellular",1,"yes",34847
"34848",25,"self-employed","single","university education","no","no","cellular",2,"no",34848
"34849",34,"blue-collar","married","secondary education","yes","no","cellular",2,"no",34849
"34850",45,"blue-collar","single","secondary education","yes","no","cellular",1,"no",34850
"34851",27,"administration","single","university education","no","no","cellular",2,"yes",34851
"34852",45,"blue-collar","single","secondary education","no","no","cellular",1,"no",34852
"34853",74,"retired","married","university education","yes","no","cellular",2,"yes",34853
"34854",36,"administration","married","university education","yes","no","cellular",1,"no",34854
"34855",32,"technician","married","professional education","yes","no","cellular",1,"yes",34855
"34856",60,"retired","married","university education","no","no","cellular",1,"yes",34856
"34857",56,"administration","married","secondary education","yes","no","cellular",1,"yes",34857
"34858",27,"administration","single","university education","yes","no","cellular",4,"yes",34858
"34859",37,"blue-collar","single","professional education","yes","no","cellular",1,"no",34859
"34860",59,"technician","married","university education","no","no","cellular",4,"no",34860
"34861",32,"technician","single","professional education","no","no","cellular",2,"yes",34861
"34862",29,"services","married","secondary education","yes","no","cellular",2,"no",34862
"34863",48,"entrepreneur","divorced","secondary education","no","no","cellular",1,"yes",34863
"34864",38,"administration","married","university education","no","no","cellular",1,"no",34864
"34865",20,"student","single","primary education","yes","no","cellular",1,"yes",34865
"34866",20,"student","single","primary education","yes","no","cellular",1,"yes",34866
"34867",27,"unemployed","single","secondary education","no","no","cellular",1,"no",34867
"34868",33,"services","married","secondary education","yes","no","cellular",1,"yes",34868
"34869",36,"administration","single","university education","yes","no","cellular",1,"no",34869
"34870",54,"housemaid","married","university education","no","no","cellular",3,"no",34870
"34871",36,"administration","single","university education","no","no","cellular",1,"no",34871
"34872",36,"administration","divorced","university education","yes","no","cellular",2,"no",34872
"34873",66,"technician","married","professional education","yes","no","telephone",2,"no",34873
"34874",35,"blue-collar","single","secondary education","no","no","cellular",3,"no",34874
"34875",28,"administration","single","university education","no","no","cellular",1,"no",34875
"34876",28,"administration","single","university education","no","no","cellular",1,"yes",34876
"34877",28,"administration","single","university education","no","no","cellular",1,"no",34877
"34878",44,"administration","married","university education","yes","no","cellular",1,"no",34878
"34879",56,"administration","married","secondary education","no","no","cellular",2,"yes",34879
"34880",32,"administration","married","secondary education","no","no","cellular",1,"no",34880
"34881",29,"blue-collar","single","secondary education","yes","no","cellular",1,"no",34881
"34882",33,"administration","single","university education","no","no","cellular",1,"no",34882
"34883",45,"administration","married","university education","no","no","cellular",1,"no",34883
"34884",44,"administration","married","university education","no","no","cellular",2,"no",34884
"34885",28,"student","single","secondary education","yes","no","cellular",1,"no",34885
"34886",66,"retired","married","primary education","yes","no","cellular",1,"no",34886
"34887",66,"retired","married","primary education","no","no","cellular",1,"no",34887
"34888",32,"technician","married","professional education","yes","no","cellular",1,"no",34888
"34889",33,"administration","single","university education","yes","no","cellular",2,"no",34889
"34890",42,"technician","married","professional education","yes","no","cellular",1,"no",34890
"34891",42,"technician","married","professional education","no","no","cellular",1,"no",34891
"34892",44,"administration","married","university education","no","no","cellular",1,"no",34892
"34893",37,"management","single","university education","yes","no","cellular",1,"no",34893
"34894",42,"technician","married","professional education","yes","yes","cellular",1,"no",34894
"34895",28,"technician","single","professional education","no","yes","cellular",1,"no",34895
"34896",38,"administration","married","secondary education","no","no","cellular",2,"yes",34896
"34897",74,"retired","married","professional education","no","no","cellular",1,"no",34897
"34898",76,"retired","married","primary education","no","no","cellular",2,"no",34898
"34899",29,"administration","married","university education","no","no","cellular",5,"no",34899
"34900",28,"administration","single","university education","no","no","cellular",5,"yes",34900
"34901",27,"administration","single","secondary education","no","yes","cellular",2,"no",34901
"34902",37,"technician","single","university education","yes","yes","cellular",2,"no",34902
"34903",33,"technician","married","university education","yes","no","cellular",4,"no",34903
"34904",23,"student","single","secondary education","yes","no","cellular",3,"yes",34904
"34905",36,"unemployed","married","university education","no","no","cellular",1,"yes",34905
"34906",22,"student","single","secondary education","yes","no","cellular",2,"yes",34906
"34907",30,"administration","married","university education","yes","no","telephone",1,"no",34907
"34908",29,"administration","single","university education","yes","yes","cellular",3,"yes",34908
"34909",41,"administration","married","secondary education","yes","no","cellular",3,"no",34909
"34910",31,"blue-collar","married","professional education","no","no","cellular",1,"yes",34910
"34911",39,"administration","married","university education","yes","no","cellular",1,"no",34911
"34912",39,"administration","married","university education","yes","no","cellular",1,"no",34912
"34913",30,"services","single","secondary education","yes","no","cellular",2,"yes",34913
"34914",36,"administration","married","university education","yes","yes","cellular",2,"no",34914
"34915",88,"retired","divorced","primary education","yes","no","cellular",2,"no",34915
"34916",39,"administration","married","secondary education","no","no","cellular",2,"yes",34916
"34917",39,"management","married","university education","no","no","cellular",1,"no",34917
"34918",39,"administration","married","university education","yes","no","cellular",1,"no",34918
"34919",45,"administration","divorced","university education","yes","no","cellular",3,"no",34919
"34920",34,"housemaid","married","university education","no","no","cellular",3,"no",34920
"34921",32,"blue-collar","single","secondary education","yes","no","cellular",1,"yes",34921
"34922",74,"retired","married","primary education","no","no","cellular",1,"no",34922
"34923",46,"administration","married","university education","yes","no","cellular",1,"yes",34923
"34924",46,"administration","married","university education","yes","no","cellular",1,"no",34924
"34925",62,"retired","married","university education","yes","yes","cellular",2,"no",34925
"34926",34,"housemaid","married","university education","no","yes","cellular",2,"no",34926
"34927",36,"administration","married","university education","no","no","cellular",2,"no",34927
"34928",36,"unemployed","married","university education","yes","no","cellular",2,"no",34928
"34929",38,"management","married","university education","yes","no","cellular",2,"no",34929
"34930",33,"administration","single","university education","yes","no","cellular",3,"no",34930
"34931",24,"student","single","secondary education","no","no","cellular",1,"no",34931
"34932",39,"unemployed","married","secondary education","no","no","cellular",3,"yes",34932
"34933",34,"self-employed","married","university education","no","no","cellular",2,"no",34933
"34934",20,"student","single","secondary education","no","no","cellular",2,"no",34934
"34935",46,"technician","married","primary education","yes","no","cellular",4,"yes",34935
"34936",81,"retired","married","primary education","no","no","cellular",2,"no",34936
"34937",43,"technician","married","university education","no","no","cellular",1,"no",34937
"34938",22,"student","single","primary education","yes","no","cellular",2,"yes",34938
"34939",34,"management","married","university education","no","no","cellular",1,"no",34939
"34940",32,"services","married","secondary education","yes","no","cellular",1,"no",34940
"34941",36,"services","married","secondary education","yes","yes","cellular",2,"yes",34941
"34942",32,"services","married","secondary education","no","no","cellular",1,"no",34942
"34943",34,"self-employed","single","university education","no","no","telephone",1,"no",34943
"34944",24,"technician","single","professional education","no","no","cellular",1,"no",34944
"34945",28,"unemployed","single","university education","no","yes","cellular",2,"no",34945
"34946",27,"technician","single","university education","no","no","cellular",1,"no",34946
"34947",46,"administration","married","university education","yes","no","telephone",1,"no",34947
"34948",76,"retired","married","primary education","no","yes","cellular",1,"no",34948
"34949",40,"administration","married","secondary education","no","no","cellular",2,"yes",34949
"34950",35,"administration","single","secondary education","no","yes","cellular",1,"no",34950
"34951",74,"retired","married","professional education","yes","no","cellular",3,"yes",34951
"34952",41,"blue-collar","married","secondary education","no","no","cellular",1,"no",34952
"34953",41,"blue-collar","married","secondary education","no","no","cellular",1,"no",34953
"34954",76,"retired","married","university education","yes","no","cellular",1,"no",34954
"34955",48,"self-employed","married","university education","no","no","cellular",1,"no",34955
"34956",25,"administration","single","university education","no","yes","cellular",1,"no",34956
"34957",25,"administration","single","university education","no","yes","cellular",1,"no",34957
"34958",21,"student","single","secondary education","no","no","cellular",2,"no",34958
"34959",39,"administration","married","secondary education","no","no","cellular",2,"no",34959
"34960",44,"unemployed","married","secondary education","yes","no","cellular",1,"no",34960
"34961",44,"unemployed","married","secondary education","yes","no","telephone",1,"no",34961
"34962",44,"unemployed","married","secondary education","yes","no","cellular",1,"no",34962
"34963",44,"unemployed","married","secondary education","yes","no","cellular",1,"no",34963
"34964",33,"services","married","secondary education","no","no","cellular",1,"yes",34964
"34965",29,"management","married","university education","yes","no","cellular",1,"no",34965
"34966",39,"blue-collar","married","primary education","no","no","cellular",2,"yes",34966
"34967",73,"retired","married","professional education","yes","no","cellular",2,"no",34967
"34968",36,"technician","married","professional education","yes","no","cellular",2,"no",34968
"34969",22,"student","single","secondary education","no","no","cellular",2,"no",34969
"34970",57,"administration","single","secondary education","yes","no","cellular",1,"yes",34970
"34971",62,"retired","married","university education","no","no","cellular",2,"no",34971
"34972",21,"student","single","secondary education","no","no","cellular",3,"no",34972
"34973",72,"retired","divorced","primary education","yes","yes","cellular",2,"no",34973
"34974",31,"technician","married","university education","no","no","cellular",1,"no",34974
"34975",33,"administration","single","university education","no","no","cellular",1,"no",34975
"34976",43,"unemployed","married","secondary education","no","no","cellular",4,"no",34976
"34977",36,"management","married","primary education","yes","yes","cellular",3,"yes",34977
"34978",36,"administration","married","university education","no","no","cellular",2,"no",34978
"34979",28,"unemployed","married","professional education","yes","no","telephone",6,"yes",34979
"34980",17,"student","single","secondary education","yes","no","cellular",2,"no",34980
"34981",26,"student","single","professional education","yes","no","cellular",2,"yes",34981
"34982",43,"management","married","secondary education","yes","yes","cellular",2,"no",34982
"34983",61,"retired","married","secondary education","yes","no","telephone",2,"no",34983
"34984",39,"technician","married","university education","yes","no","cellular",2,"yes",34984
"34985",70,"retired","married","professional education","no","no","cellular",3,"no",34985
"34986",45,"unemployed","married","secondary education","no","no","cellular",3,"no",34986
"34987",43,"management","married","secondary education","yes","no","cellular",1,"no",34987
"34988",29,"blue-collar","married","primary education","yes","no","cellular",1,"no",34988
"34989",48,"management","divorced","university education","no","no","cellular",1,"no",34989
"34990",35,"technician","married","professional education","yes","no","cellular",1,"yes",34990
"34991",61,"management","married","university education","yes","no","cellular",2,"yes",34991
"34992",24,"student","single","secondary education","yes","no","cellular",1,"no",34992
"34993",33,"blue-collar","single","secondary education","no","no","cellular",1,"no",34993
"34994",32,"blue-collar","married","secondary education","yes","yes","cellular",1,"no",34994
"34995",42,"management","married","university education","yes","no","cellular",1,"yes",34995
"34996",36,"unemployed","single","university education","no","no","cellular",1,"no",34996
"34997",36,"unemployed","single","university education","no","no","cellular",1,"no",34997
"34998",17,"student","single","secondary education","yes","no","cellular",3,"no",34998
"34999",54,"administration","married","university education","yes","no","cellular",3,"yes",34999
"35000",25,"student","single","secondary education","no","no","cellular",1,"no",35000
"35001",25,"student","single","secondary education","yes","no","cellular",1,"no",35001
"35002",48,"administration","single","university education","yes","no","cellular",2,"no",35002
"35003",20,"student","single","secondary education","no","no","cellular",2,"no",35003
"35004",63,"blue-collar","married","primary education","yes","yes","cellular",3,"no",35004
"35005",58,"blue-collar","divorced","primary education","no","no","cellular",1,"yes",35005
"35006",55,"retired","married","primary education","yes","no","cellular",1,"yes",35006
"35007",35,"administration","single","secondary education","yes","no","cellular",1,"no",35007
"35008",71,"retired","married","primary education","yes","no","cellular",1,"yes",35008
"35009",25,"services","single","secondary education","no","no","cellular",1,"no",35009
"35010",70,"retired","married","professional education","yes","no","cellular",4,"yes",35010
"35011",28,"unemployed","married","professional education","no","no","cellular",2,"yes",35011
"35012",46,"technician","married","professional education","yes","no","cellular",6,"yes",35012
"35013",42,"technician","married","professional education","yes","no","cellular",2,"yes",35013
"35014",26,"student","single","secondary education","no","no","cellular",2,"no",35014
"35015",35,"administration","married","university education","no","no","cellular",1,"yes",35015
"35016",32,"administration","married","university education","yes","no","cellular",5,"no",35016
"35017",38,"self-employed","divorced","secondary education","no","no","cellular",3,"yes",35017
"35018",28,"unemployed","married","professional education","yes","no","cellular",3,"yes",35018
"35019",31,"administration","married","university education","no","no","cellular",3,"yes",35019
"35020",63,"retired","divorced","primary education","yes","no","cellular",2,"no",35020
"35021",29,"blue-collar","single","primary education","no","no","cellular",3,"yes",35021
"35022",37,"entrepreneur","married","primary education","yes","no","cellular",2,"no",35022
"35023",25,"technician","single","university education","yes","no","cellular",2,"no",35023
"35024",61,"retired","married","secondary education","no","no","cellular",3,"no",35024
"35025",70,"retired","married","professional education","no","no","cellular",3,"no",35025
"35026",28,"unemployed","married","professional education","no","no","telephone",11,"no",35026
"35027",31,"entrepreneur","single","university education","yes","no","cellular",3,"yes",35027
"35028",35,"technician","married","university education","no","no","cellular",3,"no",35028
"35029",20,"student","single","secondary education","no","no","telephone",2,"no",35029
"35030",35,"management","married","secondary education","yes","yes","cellular",4,"no",35030
"35031",22,"student","single","secondary education","no","no","telephone",1,"no",35031
"35032",68,"retired","married","primary education","no","no","cellular",1,"no",35032
"35033",62,"management","divorced","secondary education","no","no","cellular",1,"yes",35033
"35034",65,"retired","married","secondary education","no","no","cellular",1,"no",35034
"35035",26,"administration","single","university education","yes","no","cellular",1,"no",35035
"35036",76,"retired","married","professional education","no","no","cellular",1,"yes",35036
"35037",23,"technician","single","university education","yes","no","cellular",1,"no",35037
"35038",43,"management","married","university education","no","no","cellular",1,"no",35038
"35039",72,"retired","divorced","primary education","no","no","cellular",1,"no",35039
"35040",73,"retired","married","primary education","no","no","cellular",1,"yes",35040
"35041",67,"retired","married","professional education","yes","yes","cellular",1,"yes",35041
"35042",80,"retired","married","secondary education","no","no","telephone",1,"yes",35042
"35043",60,"administration","married","university education","no","no","cellular",1,"no",35043
"35044",33,"technician","married","university education","yes","no","cellular",2,"no",35044
"35045",23,"student","single","secondary education","no","no","cellular",1,"no",35045
"35046",23,"student","single","secondary education","no","no","cellular",1,"no",35046
"35047",25,"administration","single","university education","no","no","cellular",1,"yes",35047
"35048",25,"administration","single","university education","yes","no","cellular",1,"yes",35048
"35049",33,"unemployed","single","university education","no","no","cellular",1,"no",35049
"35050",65,"retired","married","secondary education","yes","yes","cellular",2,"no",35050
"35051",34,"technician","married","university education","no","no","cellular",1,"yes",35051
"35052",34,"technician","married","university education","no","no","cellular",1,"no",35052
"35053",31,"administration","single","university education","no","no","telephone",1,"no",35053
"35054",34,"technician","single","professional education","no","no","cellular",1,"no",35054
"35055",31,"technician","married","university education","no","no","cellular",1,"no",35055
"35056",43,"management","married","university education","no","no","telephone",1,"no",35056
"35057",50,"blue-collar","married","primary education","no","no","cellular",2,"no",35057
"35058",30,"services","single","secondary education","no","no","cellular",2,"no",35058
"35059",28,"administration","single","university education","yes","no","cellular",2,"yes",35059
"35060",34,"technician","married","professional education","no","no","cellular",1,"no",35060
"35061",48,"technician","married","secondary education","yes","no","cellular",1,"yes",35061
"35062",44,"administration","single","university education","no","no","cellular",1,"yes",35062
"35063",18,"student","single","primary education","yes","no","cellular",1,"no",35063
"35064",23,"technician","married","professional education","yes","no","cellular",1,"yes",35064
"35065",27,"self-employed","single","university education","no","no","cellular",2,"no",35065
"35066",28,"administration","single","university education","no","no","cellular",1,"no",35066
"35067",28,"administration","single","university education","yes","no","cellular",1,"yes",35067
"35068",41,"administration","single","secondary education","yes","no","cellular",1,"yes",35068
"35069",29,"management","single","university education","no","no","cellular",1,"no",35069
"35070",74,"retired","married","secondary education","yes","no","cellular",1,"yes",35070
"35071",46,"entrepreneur","married","secondary education","yes","no","cellular",1,"no",35071
"35072",22,"student","single","professional education","yes","no","cellular",2,"yes",35072
"35073",29,"unemployed","single","university education","yes","no","cellular",2,"no",35073
"35074",67,"retired","married","primary education","no","no","cellular",2,"yes",35074
"35075",36,"administration","single","university education","no","no","cellular",1,"yes",35075
"35076",65,"housemaid","divorced","primary education","yes","no","cellular",1,"no",35076
"35077",31,"administration","single","secondary education","yes","no","cellular",2,"no",35077
"35078",61,"retired","married","university education","no","no","telephone",2,"yes",35078
"35079",63,"retired","married","university education","no","no","cellular",1,"no",35079
"35080",34,"administration","single","university education","yes","no","telephone",1,"yes",35080
"35081",34,"administration","single","university education","no","yes","cellular",1,"no",35081
"35082",33,"administration","married","secondary education","no","no","cellular",1,"no",35082
"35083",33,"administration","married","secondary education","no","yes","cellular",1,"no",35083
"35084",26,"administration","single","university education","yes","no","telephone",1,"yes",35084
"35085",47,"administration","single","university education","yes","no","cellular",1,"yes",35085
"35086",49,"technician","married","university education","no","no","cellular",1,"no",35086
"35087",32,"technician","single","university education","yes","yes","cellular",1,"no",35087
"35088",56,"management","married","university education","no","no","telephone",1,"no",35088
"35089",59,"management","married","university education","yes","no","cellular",2,"no",35089
"35090",61,"retired","married","university education","yes","no","cellular",1,"no",35090
"35091",34,"administration","married","university education","yes","no","cellular",1,"no",35091
"35092",37,"administration","married","university education","no","yes","cellular",1,"no",35092
"35093",37,"administration","married","university education","yes","no","cellular",1,"yes",35093
"35094",32,"services","married","secondary education","no","no","cellular",1,"no",35094
"35095",50,"administration","married","university education","no","no","cellular",2,"yes",35095
"35096",34,"technician","married","professional education","no","no","cellular",1,"yes",35096
"35097",56,"management","married","university education","yes","no","cellular",2,"yes",35097
"35098",33,"blue-collar","divorced","primary education","yes","no","cellular",1,"yes",35098
"35099",20,"student","single","secondary education","yes","no","cellular",1,"yes",35099
"35100",64,"retired","married","secondary education","no","no","cellular",1,"yes",35100
"35101",29,"administration","single","university education","yes","no","cellular",1,"no",35101
"35102",65,"retired","married","primary education","yes","no","cellular",2,"no",35102
"35103",63,"retired","married","university education","no","no","telephone",3,"no",35103
"35104",35,"technician","married","professional education","no","no","cellular",1,"yes",35104
"35105",35,"administration","single","university education","no","no","telephone",3,"no",35105
"35106",26,"administration","single","secondary education","no","no","cellular",4,"no",35106
"35107",38,"technician","married","university education","yes","no","cellular",5,"no",35107
"35108",74,"retired","divorced","primary education","yes","no","cellular",1,"yes",35108
"35109",33,"administration","married","secondary education","yes","no","cellular",4,"no",35109
"35110",33,"administration","married","secondary education","yes","no","telephone",2,"no",35110
"35111",62,"unemployed","married","secondary education","yes","no","cellular",1,"no",35111
"35112",80,"retired","married","primary education","no","no","cellular",4,"no",35112
"35113",26,"technician","single","university education","yes","yes","cellular",1,"no",35113
"35114",38,"technician","married","university education","yes","no","cellular",4,"yes",35114
"35115",35,"administration","married","university education","yes","no","cellular",2,"yes",35115
"35116",37,"administration","married","university education","no","no","cellular",2,"yes",35116
"35117",56,"housemaid","divorced","primary education","no","no","cellular",1,"no",35117
"35118",20,"student","single","secondary education","no","no","cellular",2,"no",35118
"35119",32,"technician","single","university education","yes","no","cellular",2,"yes",35119
"35120",33,"administration","single","university education","yes","no","cellular",1,"yes",35120
"35121",26,"administration","single","secondary education","yes","no","telephone",1,"no",35121
"35122",74,"retired","married","university education","yes","yes","cellular",3,"yes",35122
"35123",33,"administration","single","university education","yes","no","cellular",1,"no",35123
"35124",73,"retired","married","primary education","no","no","cellular",1,"no",35124
"35125",64,"retired","married","primary education","yes","no","cellular",1,"yes",35125
"35126",32,"administration","married","university education","yes","no","telephone",1,"no",35126
"35127",34,"administration","single","university education","no","no","cellular",1,"yes",35127
"35128",34,"unemployed","single","university education","no","no","cellular",1,"no",35128
"35129",33,"administration","married","secondary education","no","no","cellular",2,"no",35129
"35130",54,"technician","married","secondary education","no","no","cellular",2,"no",35130
"35131",35,"administration","married","university education","no","yes","cellular",5,"no",35131
"35132",32,"administration","married","university education","yes","no","cellular",2,"no",35132
"35133",66,"retired","married","primary education","yes","yes","telephone",3,"no",35133
"35134",33,"administration","single","university education","no","no","cellular",1,"yes",35134
"35135",40,"administration","divorced","secondary education","yes","no","cellular",2,"no",35135
"35136",37,"administration","divorced","university education","no","no","cellular",3,"yes",35136
"35137",25,"administration","single","university education","yes","no","telephone",1,"no",35137
"35138",66,"retired","married","primary education","yes","no","cellular",1,"yes",35138
"35139",36,"technician","single","professional education","yes","no","cellular",1,"yes",35139
"35140",34,"administration","single","university education","yes","no","cellular",6,"yes",35140
"35141",27,"administration","single","university education","yes","no","cellular",2,"no",35141
"35142",35,"blue-collar","divorced","secondary education","no","no","cellular",1,"yes",35142
"35143",62,"administration","married","university education","no","no","cellular",1,"no",35143
"35144",32,"management","single","university education","no","no","cellular",1,"yes",35144
"35145",38,"services","single","secondary education","yes","no","cellular",5,"no",35145
"35146",74,"retired","married","secondary education","no","no","cellular",2,"no",35146
"35147",71,"retired","single","university education","yes","no","cellular",1,"yes",35147
"35148",29,"administration","married","university education","yes","no","cellular",1,"no",35148
"35149",29,"administration","married","university education","no","no","cellular",1,"no",35149
"35150",24,"administration","single","university education","no","no","cellular",1,"no",35150
"35151",24,"administration","single","university education","yes","no","cellular",1,"yes",35151
"35152",45,"self-employed","married","university education","no","yes","cellular",1,"no",35152
"35153",26,"administration","single","university education","no","no","cellular",1,"no",35153
"35154",25,"student","single","university education","no","no","cellular",1,"yes",35154
"35155",38,"administration","divorced","professional education","no","no","cellular",2,"no",35155
"35156",28,"technician","single","professional education","yes","no","cellular",1,"no",35156
"35157",28,"technician","single","professional education","yes","no","cellular",2,"yes",35157
"35158",28,"technician","single","professional education","yes","no","cellular",3,"yes",35158
"35159",25,"student","single","university education","no","no","cellular",1,"no",35159
"35160",51,"management","married","secondary education","yes","yes","cellular",4,"yes",35160
"35161",53,"administration","married","university education","no","no","cellular",1,"no",35161
"35162",64,"retired","married","university education","no","no","cellular",1,"no",35162
"35163",64,"retired","married","university education","yes","yes","cellular",1,"no",35163
"35164",76,"retired","married","primary education","yes","no","cellular",1,"no",35164
"35165",76,"retired","married","primary education","no","no","cellular",1,"no",35165
"35166",61,"retired","married","primary education","yes","yes","cellular",1,"yes",35166
"35167",61,"retired","married","primary education","yes","no","cellular",1,"yes",35167
"35168",61,"retired","married","primary education","yes","yes","cellular",1,"no",35168
"35169",58,"retired","married","university education","yes","no","cellular",1,"no",35169
"35170",36,"administration","married","university education","yes","yes","cellular",1,"no",35170
"35171",62,"administration","married","university education","yes","yes","cellular",1,"no",35171
"35172",87,"retired","divorced","primary education","no","no","cellular",1,"yes",35172
"35173",54,"administration","married","university education","yes","yes","cellular",1,"yes",35173
"35174",54,"technician","divorced","university education","no","no","cellular",1,"no",35174
"35175",24,"student","single","secondary education","yes","no","cellular",1,"no",35175
"35176",24,"student","single","secondary education","yes","no","cellular",1,"no",35176
"35177",24,"student","single","secondary education","yes","yes","cellular",1,"no",35177
"35178",24,"student","single","secondary education","yes","yes","cellular",1,"no",35178
