Age,Career,Marital_Statues,Education,Mortage,Personal_Loan,Contact_Type,Number_of_Contacts,Subscribed
43,administration,married,university education,yes,no,telephone,1,yes
34,housemaid,single,primary education,yes,no,cellular,4,yes
43,administration,married,university education,yes,no,cellular,1,yes
26,administration,single,university education,yes,no,cellular,3,yes
66,retired,single,primary education,yes,no,cellular,3,yes
40,unemployed,divorced,primary education,no,no,cellular,1,no
83,retired,divorced,primary education,no,no,cellular,1,yes
32,management,married,university education,no,no,cellular,1,no
35,management,married,university education,no,no,cellular,1,no
35,management,married,university education,no,no,cellular,3,no
34,administration,divorced,secondary education,no,no,cellular,2,no
30,administration,single,university education,yes,no,cellular,2,no
65,retired,married,primary education,no,yes,cellular,2,no
31,administration,single,university education,no,no,cellular,2,no
83,retired,divorced,primary education,yes,yes,cellular,1,no
55,management,married,university education,yes,no,cellular,1,no
27,management,single,professional education,yes,no,cellular,1,yes
56,retired,married,university education,yes,no,cellular,2,yes
57,retired,married,primary education,yes,no,cellular,1,no
24,administration,single,university education,yes,no,cellular,1,no
58,self-employed,married,university education,no,no,cellular,1,no
58,self-employed,married,university education,no,no,cellular,1,no
32,administration,single,secondary education,no,no,cellular,1,no
94,retired,married,secondary education,no,no,cellular,1,no
31,technician,single,university education,no,no,cellular,1,yes
78,retired,married,professional education,yes,no,cellular,1,no
21,student,single,professional education,no,no,telephone,1,no
55,management,married,university education,yes,no,cellular,1,no
57,administration,married,university education,no,no,cellular,1,yes
61,retired,married,primary education,yes,no,cellular,1,yes
58,retired,married,primary education,yes,no,cellular,1,yes
56,retired,married,university education,no,no,cellular,1,yes
48,management,divorced,university education,yes,no,cellular,1,yes
28,administration,single,university education,yes,no,cellular,1,no
55,entrepreneur,married,university education,yes,no,cellular,1,no
56,housemaid,divorced,primary education,yes,no,cellular,1,yes
28,technician,single,professional education,yes,no,cellular,1,yes
86,retired,divorced,primary education,yes,no,cellular,1,no
27,technician,single,university education,no,yes,cellular,1,yes
28,technician,single,professional education,yes,no,cellular,2,yes
25,technician,single,professional education,yes,no,cellular,1,yes
65,administration,divorced,university education,no,no,cellular,2,no
32,management,single,university education,yes,yes,cellular,2,no
78,retired,married,professional education,no,no,cellular,2,yes
72,retired,married,secondary education,yes,no,cellular,2,no
77,retired,divorced,primary education,no,no,cellular,2,no
67,retired,married,primary education,no,no,telephone,4,no
73,retired,married,university education,no,no,cellular,1,yes
31,blue-collar,married,primary education,yes,no,cellular,3,no
38,administration,married,university education,yes,no,cellular,3,no
44,administration,divorced,secondary education,yes,no,telephone,2,yes
38,administration,married,university education,no,yes,telephone,3,no
38,administration,married,university education,yes,no,cellular,3,no
62,blue-collar,married,primary education,yes,no,cellular,1,no
81,housemaid,divorced,primary education,yes,no,cellular,6,no
62,blue-collar,married,primary education,no,no,cellular,1,no
62,blue-collar,married,primary education,yes,yes,cellular,1,no
31,blue-collar,married,primary education,yes,no,cellular,1,no
62,blue-collar,married,primary education,yes,yes,cellular,1,no
38,technician,married,university education,yes,yes,cellular,1,yes
76,retired,married,university education,yes,no,cellular,1,no
54,unemployed,married,secondary education,yes,no,cellular,1,yes
38,technician,married,university education,no,no,cellular,1,yes
42,blue-collar,married,secondary education,yes,no,cellular,2,no
30,technician,married,university education,yes,no,cellular,2,yes
55,technician,married,secondary education,yes,no,cellular,1,yes
83,retired,married,secondary education,no,no,cellular,1,yes
83,retired,married,secondary education,yes,no,cellular,1,no
64,administration,married,university education,no,yes,cellular,3,no
60,retired,married,secondary education,no,no,cellular,1,yes
64,management,divorced,university education,no,yes,cellular,1,no
40,blue-collar,married,professional education,no,no,telephone,1,no
53,administration,married,university education,no,no,cellular,1,no
48,administration,married,secondary education,no,yes,cellular,1,yes
50,administration,single,secondary education,yes,no,telephone,2,yes
60,retired,married,university education,no,no,cellular,3,yes
23,student,single,university education,yes,no,cellular,2,no
48,management,married,university education,yes,no,cellular,5,no
25,administration,single,university education,no,no,cellular,2,no
60,retired,married,university education,yes,no,cellular,2,no
25,administration,single,university education,no,no,cellular,2,no
55,administration,married,secondary education,no,no,cellular,2,no
80,retired,divorced,primary education,no,yes,cellular,5,no
48,administration,married,university education,no,no,cellular,2,no
50,technician,married,secondary education,yes,no,cellular,1,yes
49,housemaid,single,university education,no,yes,cellular,3,no
54,blue-collar,married,secondary education,no,no,cellular,1,yes
36,technician,single,professional education,no,no,cellular,1,no
43,administration,married,secondary education,no,yes,cellular,2,yes
36,administration,single,secondary education,yes,no,telephone,6,no
47,administration,married,university education,no,no,telephone,2,no
49,housemaid,single,university education,yes,no,cellular,2,yes
47,administration,married,university education,yes,yes,cellular,5,no
48,administration,married,university education,yes,no,cellular,4,no
50,technician,married,secondary education,no,no,cellular,3,yes
38,technician,single,university education,yes,no,cellular,2,yes
73,retired,married,primary education,no,no,cellular,5,no
38,unemployed,single,secondary education,yes,no,cellular,3,no
54,administration,divorced,university education,no,no,cellular,7,yes
42,services,married,university education,no,no,cellular,1,yes
29,student,single,secondary education,no,no,cellular,1,no
56,management,married,professional education,no,no,cellular,1,no
31,self-employed,single,university education,no,no,cellular,1,yes
32,administration,married,secondary education,yes,yes,cellular,2,yes
86,retired,married,professional education,no,no,telephone,2,yes
26,administration,single,university education,yes,no,telephone,1,yes
32,student,married,secondary education,yes,no,telephone,5,no
32,student,married,secondary education,yes,no,telephone,3,no
70,retired,divorced,secondary education,no,no,telephone,2,no
64,housemaid,married,primary education,yes,yes,cellular,5,yes
56,retired,married,primary education,no,no,cellular,1,yes
51,unemployed,divorced,secondary education,no,no,cellular,2,no
55,administration,married,professional education,yes,no,cellular,1,yes
29,unemployed,married,primary education,no,no,telephone,1,yes
64,housemaid,married,primary education,no,no,cellular,1,yes
64,housemaid,married,primary education,no,no,telephone,1,no
64,housemaid,married,primary education,no,no,cellular,1,yes
64,housemaid,married,primary education,no,yes,cellular,1,no
56,retired,married,primary education,no,no,cellular,4,yes
62,housemaid,married,professional education,yes,no,cellular,2,yes
81,retired,divorced,primary education,yes,no,cellular,3,yes
61,administration,married,university education,no,no,cellular,1,no
57,administration,single,secondary education,no,no,cellular,1,no
54,technician,divorced,professional education,yes,no,cellular,1,no
18,student,single,secondary education,yes,no,cellular,1,no
48,technician,married,professional education,yes,yes,cellular,3,no
74,retired,divorced,secondary education,yes,yes,telephone,6,no
18,student,single,secondary education,yes,no,cellular,2,no
85,retired,divorced,primary education,yes,no,cellular,3,yes
84,retired,married,secondary education,no,no,cellular,1,yes
85,retired,divorced,primary education,yes,no,telephone,1,no
59,retired,married,professional education,no,no,telephone,1,yes
46,administration,single,university education,yes,yes,cellular,2,yes
56,blue-collar,married,primary education,yes,no,cellular,3,yes
43,administration,married,secondary education,yes,no,cellular,4,no
55,services,married,secondary education,yes,no,cellular,1,yes
70,retired,married,primary education,yes,no,cellular,1,no
64,retired,married,secondary education,yes,no,cellular,1,yes
70,retired,married,primary education,no,no,cellular,2,yes
47,housemaid,married,secondary education,yes,no,cellular,1,no
68,management,married,secondary education,yes,no,cellular,1,no
76,retired,married,university education,no,no,cellular,1,no
18,student,single,secondary education,no,no,cellular,2,yes
76,retired,married,university education,yes,yes,cellular,2,yes
19,student,single,secondary education,yes,no,cellular,2,no
24,student,single,secondary education,yes,no,cellular,3,yes
76,retired,married,university education,no,yes,cellular,3,yes
38,unemployed,single,secondary education,yes,no,cellular,4,yes
28,administration,single,university education,yes,yes,cellular,6,no
21,student,single,university education,yes,no,cellular,3,yes
52,technician,married,secondary education,no,no,cellular,1,yes
23,blue-collar,single,secondary education,yes,no,cellular,6,no
30,self-employed,single,university education,yes,yes,cellular,2,no
55,entrepreneur,divorced,secondary education,no,no,cellular,7,yes
36,administration,married,university education,yes,no,telephone,4,no
42,administration,married,university education,no,no,telephone,5,no
29,administration,married,university education,yes,no,cellular,2,no
26,student,single,university education,no,no,telephone,1,no
29,administration,married,university education,no,no,cellular,3,no
29,technician,single,university education,yes,no,cellular,2,yes
28,unemployed,single,secondary education,yes,no,cellular,3,no
31,administration,married,professional education,no,yes,cellular,2,yes
51,technician,married,professional education,no,yes,cellular,2,yes
23,student,single,secondary education,yes,no,cellular,2,yes
27,student,single,secondary education,yes,no,cellular,1,no
23,student,single,secondary education,yes,no,cellular,2,yes
50,administration,married,university education,yes,no,cellular,3,yes
27,technician,single,university education,yes,no,cellular,3,yes
23,student,single,secondary education,yes,no,cellular,2,no
62,retired,married,university education,yes,no,cellular,1,yes
41,administration,married,university education,yes,no,cellular,2,yes
35,blue-collar,married,secondary education,no,yes,cellular,3,no
41,administration,married,university education,no,no,cellular,1,yes
41,administration,married,university education,yes,no,cellular,1,yes
76,retired,divorced,professional education,yes,no,cellular,1,no
35,blue-collar,married,secondary education,yes,no,cellular,1,no
45,administration,married,university education,no,no,cellular,2,yes
35,unemployed,married,professional education,yes,yes,cellular,3,no
41,administration,single,university education,yes,yes,telephone,1,no
46,technician,married,professional education,yes,no,telephone,1,yes
22,technician,single,professional education,yes,no,cellular,1,yes
63,retired,married,professional education,no,no,cellular,4,no
59,self-employed,married,university education,no,no,cellular,1,no
53,administration,married,university education,yes,yes,cellular,1,no
37,administration,married,university education,no,yes,cellular,2,yes
35,unemployed,married,professional education,yes,no,cellular,1,yes
39,unemployed,single,university education,yes,no,cellular,1,yes
53,administration,married,university education,yes,yes,telephone,1,yes
30,student,single,university education,yes,no,cellular,1,no
63,retired,married,professional education,no,no,cellular,1,no
32,self-employed,single,university education,yes,no,cellular,4,yes
35,management,divorced,university education,no,no,cellular,2,yes
40,self-employed,married,university education,no,yes,cellular,1,yes
34,administration,married,university education,yes,no,cellular,2,no
29,management,married,university education,yes,no,telephone,4,no
73,retired,divorced,secondary education,yes,no,cellular,1,yes
43,blue-collar,married,secondary education,yes,no,cellular,2,yes
26,technician,single,university education,yes,no,cellular,1,yes
27,technician,single,university education,yes,no,cellular,3,yes
32,administration,single,university education,yes,no,cellular,2,yes
34,administration,married,university education,no,yes,cellular,2,yes
32,administration,single,university education,yes,no,cellular,2,no
27,technician,single,university education,yes,no,cellular,1,no
35,administration,married,university education,no,no,cellular,1,no
73,retired,divorced,secondary education,no,yes,cellular,3,yes
51,blue-collar,married,professional education,yes,no,cellular,3,yes
31,student,married,secondary education,yes,no,cellular,3,no
39,administration,married,secondary education,yes,no,cellular,3,no
59,management,married,university education,no,no,cellular,4,no
59,management,married,university education,yes,no,cellular,3,no
39,administration,single,university education,yes,no,telephone,1,yes
60,technician,married,university education,yes,no,telephone,1,no
30,blue-collar,married,secondary education,yes,no,telephone,1,yes
78,retired,divorced,professional education,yes,no,cellular,1,yes
66,retired,married,primary education,yes,no,cellular,1,yes
66,retired,married,professional education,no,yes,cellular,1,yes
31,administration,divorced,professional education,yes,no,cellular,1,no
30,blue-collar,married,secondary education,no,no,cellular,1,yes
30,technician,married,professional education,yes,no,cellular,1,yes
30,technician,married,professional education,yes,yes,cellular,1,no
27,technician,married,professional education,no,yes,telephone,1,no
30,technician,married,professional education,yes,no,cellular,1,no
66,retired,married,professional education,no,no,cellular,1,no
66,retired,married,professional education,no,no,cellular,1,yes
53,technician,married,secondary education,yes,no,cellular,2,yes
19,student,single,primary education,yes,no,cellular,1,yes
31,administration,divorced,professional education,yes,no,cellular,2,yes
25,blue-collar,single,primary education,no,no,cellular,4,yes
35,services,single,secondary education,yes,no,telephone,3,yes
30,technician,married,professional education,yes,no,cellular,2,yes
33,administration,married,university education,yes,no,cellular,3,yes
21,student,single,secondary education,no,no,cellular,1,yes
38,blue-collar,single,secondary education,no,no,cellular,1,yes
38,blue-collar,single,secondary education,yes,no,telephone,1,yes
24,administration,single,university education,yes,no,cellular,2,yes
38,blue-collar,single,secondary education,yes,no,cellular,1,yes
51,management,married,university education,no,no,telephone,1,no
37,administration,single,secondary education,no,no,cellular,2,yes
21,student,single,secondary education,yes,no,cellular,2,yes
36,administration,married,secondary education,yes,no,cellular,6,no
54,technician,single,university education,yes,no,telephone,3,no
36,management,single,university education,no,no,telephone,1,yes
34,technician,single,university education,yes,yes,cellular,3,yes
37,administration,single,university education,yes,no,cellular,2,no
34,technician,single,university education,yes,no,cellular,2,yes
52,services,married,secondary education,yes,no,cellular,2,yes
34,administration,married,professional education,no,yes,telephone,2,no
34,technician,single,university education,no,no,cellular,1,yes
36,management,married,university education,no,no,cellular,1,yes
53,administration,divorced,university education,no,no,cellular,1,yes
53,administration,divorced,university education,yes,yes,cellular,1,no
25,blue-collar,single,secondary education,no,no,cellular,2,no
55,administration,married,university education,yes,no,telephone,7,no
25,blue-collar,single,secondary education,no,no,cellular,2,yes
66,retired,divorced,primary education,yes,no,cellular,4,no
53,administration,divorced,university education,yes,no,telephone,1,no
34,administration,married,professional education,yes,no,cellular,3,yes
25,student,single,university education,yes,no,telephone,3,no
64,retired,married,university education,no,no,cellular,1,no
34,blue-collar,married,secondary education,yes,no,cellular,1,yes
41,administration,divorced,university education,yes,yes,cellular,1,yes
28,unemployed,married,secondary education,no,no,telephone,4,yes
72,retired,married,professional education,no,no,cellular,1,yes
33,entrepreneur,single,professional education,yes,no,cellular,1,yes
85,retired,single,professional education,no,no,cellular,7,no
38,technician,single,secondary education,no,no,cellular,3,no
31,technician,single,professional education,no,no,cellular,2,no
34,technician,divorced,professional education,no,no,telephone,1,yes
27,student,single,secondary education,no,no,cellular,1,yes
22,student,single,secondary education,no,no,cellular,1,no
50,technician,married,university education,yes,no,cellular,1,yes
41,administration,divorced,university education,no,no,cellular,1,yes
38,technician,single,secondary education,yes,no,cellular,2,yes
41,administration,divorced,university education,yes,no,cellular,2,yes
41,administration,divorced,university education,yes,no,cellular,2,yes
43,self-employed,married,university education,yes,no,cellular,2,yes
59,management,married,primary education,yes,no,cellular,2,no
35,technician,single,professional education,no,no,cellular,2,no
29,administration,single,secondary education,no,no,cellular,4,no
27,services,single,university education,yes,no,cellular,3,no
29,management,single,university education,yes,no,cellular,2,no
49,blue-collar,married,secondary education,yes,no,cellular,4,yes
49,blue-collar,married,secondary education,no,no,cellular,3,no
27,services,single,university education,yes,no,cellular,1,yes
49,blue-collar,married,secondary education,no,no,cellular,1,yes
59,blue-collar,married,primary education,yes,no,cellular,2,yes
33,self-employed,single,university education,yes,no,cellular,2,yes
36,administration,single,university education,no,no,cellular,1,yes
49,blue-collar,married,secondary education,no,no,cellular,1,yes
27,services,single,university education,no,no,cellular,6,no
64,retired,married,university education,no,no,cellular,2,yes
34,administration,single,university education,no,no,telephone,1,yes
42,blue-collar,married,primary education,yes,yes,cellular,1,yes
34,administration,single,secondary education,no,no,cellular,1,yes
29,blue-collar,single,professional education,yes,yes,cellular,1,yes
34,administration,single,university education,yes,no,cellular,1,yes
34,administration,single,university education,no,no,cellular,1,yes
34,administration,single,university education,yes,yes,cellular,1,yes
34,administration,single,university education,no,yes,cellular,1,yes
55,unemployed,divorced,university education,no,no,cellular,3,yes
34,administration,single,university education,no,yes,cellular,1,yes
34,administration,single,university education,no,yes,cellular,2,yes
64,retired,married,university education,no,no,cellular,2,yes
26,administration,single,secondary education,no,no,cellular,2,yes
34,administration,single,university education,yes,no,cellular,2,no
34,administration,single,university education,yes,yes,cellular,1,yes
38,blue-collar,single,secondary education,no,no,telephone,3,yes
29,blue-collar,single,professional education,no,yes,cellular,2,yes
25,unemployed,married,secondary education,yes,no,cellular,2,yes
43,self-employed,married,university education,yes,no,cellular,1,yes
35,technician,married,university education,yes,yes,cellular,1,no
28,self-employed,single,university education,yes,yes,cellular,1,no
28,self-employed,single,university education,yes,no,telephone,1,no
31,technician,married,university education,no,no,cellular,4,no
55,administration,married,secondary education,yes,no,cellular,2,yes
28,administration,single,university education,yes,no,cellular,4,yes
33,administration,married,university education,no,yes,telephone,2,no
27,technician,single,university education,yes,no,cellular,4,no
39,administration,divorced,university education,yes,no,cellular,1,no
46,administration,married,university education,no,no,telephone,1,no
46,administration,married,university education,yes,no,cellular,1,yes
38,services,married,secondary education,yes,no,cellular,1,yes
53,administration,divorced,university education,yes,no,cellular,1,no
35,technician,married,professional education,no,no,telephone,2,no
33,administration,married,university education,yes,no,cellular,1,no
31,administration,single,university education,no,no,cellular,2,no
31,self-employed,married,professional education,yes,no,cellular,4,yes
28,services,single,professional education,yes,no,cellular,3,no
61,self-employed,divorced,university education,no,no,cellular,2,no
33,administration,married,university education,no,no,cellular,2,no
23,student,single,secondary education,no,no,telephone,1,yes
38,housemaid,single,secondary education,yes,no,cellular,1,yes
33,administration,married,university education,no,no,cellular,2,no
26,student,single,secondary education,no,no,cellular,1,yes
27,services,single,university education,no,no,cellular,1,yes
27,services,single,university education,yes,no,cellular,3,yes
80,retired,married,primary education,no,no,cellular,3,yes
58,retired,married,university education,yes,no,cellular,2,no
73,retired,married,primary education,yes,no,cellular,2,no
53,technician,married,professional education,no,no,cellular,4,no
30,management,married,university education,yes,no,cellular,3,no
29,administration,single,secondary education,yes,yes,cellular,1,yes
48,unemployed,married,university education,no,yes,cellular,1,no
53,technician,married,professional education,yes,no,telephone,5,no
53,technician,married,professional education,yes,yes,cellular,1,no
33,administration,single,university education,no,no,cellular,1,yes
58,administration,married,university education,yes,no,cellular,5,no
82,retired,married,professional education,yes,no,telephone,2,yes
29,administration,single,university education,no,no,cellular,2,no
31,administration,married,professional education,no,no,cellular,2,yes
30,self-employed,married,university education,yes,no,telephone,7,yes
30,unemployed,single,professional education,yes,no,cellular,1,no
34,technician,married,professional education,no,no,telephone,6,yes
48,unemployed,married,university education,yes,no,cellular,2,no
29,administration,single,university education,yes,no,cellular,1,yes
34,technician,married,professional education,yes,no,telephone,1,no
65,retired,married,primary education,yes,no,cellular,1,no
31,unemployed,single,university education,yes,no,cellular,1,yes
47,self-employed,divorced,university education,no,no,cellular,1,yes
48,unemployed,married,university education,yes,no,cellular,1,yes
33,technician,single,professional education,yes,no,cellular,1,yes
52,administration,married,university education,yes,no,telephone,1,no
46,unemployed,single,university education,no,no,cellular,1,yes
31,administration,single,university education,yes,no,telephone,1,yes
33,technician,single,professional education,yes,no,telephone,2,no
27,services,single,secondary education,yes,yes,cellular,1,no
52,administration,married,university education,no,no,cellular,1,yes
66,retired,married,secondary education,no,no,cellular,1,no
23,student,single,secondary education,no,no,cellular,1,yes
33,self-employed,married,university education,yes,no,cellular,1,no
37,technician,married,professional education,yes,yes,cellular,1,no
56,retired,married,primary education,no,no,cellular,2,no
59,administration,married,university education,yes,no,telephone,7,no
52,technician,married,secondary education,no,no,cellular,3,yes
28,administration,single,university education,yes,no,cellular,1,no
28,administration,single,university education,no,no,cellular,1,yes
28,administration,single,university education,no,no,cellular,1,no
38,administration,single,university education,yes,no,cellular,1,yes
43,administration,married,secondary education,yes,no,cellular,1,yes
34,administration,single,university education,yes,no,cellular,2,yes
29,technician,single,professional education,yes,yes,cellular,2,yes
24,technician,single,professional education,yes,no,telephone,3,no
50,management,married,university education,yes,no,cellular,2,no
39,administration,divorced,professional education,no,no,cellular,4,yes
75,retired,married,secondary education,no,no,cellular,2,yes
59,unemployed,married,secondary education,yes,no,cellular,2,yes
29,administration,single,university education,yes,no,cellular,1,yes
39,technician,divorced,secondary education,no,no,cellular,1,yes
39,technician,divorced,secondary education,no,no,cellular,1,yes
36,blue-collar,divorced,secondary education,no,no,cellular,2,no
75,retired,married,secondary education,no,no,cellular,2,no
37,blue-collar,married,secondary education,yes,no,cellular,1,no
27,administration,single,university education,no,no,cellular,1,yes
27,administration,single,university education,no,no,cellular,2,yes
80,retired,married,primary education,yes,no,cellular,1,yes
28,blue-collar,single,secondary education,no,no,cellular,1,no
41,technician,divorced,university education,no,no,cellular,1,yes
28,administration,single,university education,no,no,cellular,1,no
66,housemaid,divorced,primary education,yes,no,cellular,1,yes
57,blue-collar,married,secondary education,no,no,cellular,2,no
65,housemaid,divorced,primary education,no,no,cellular,3,yes
33,services,single,secondary education,yes,no,cellular,2,no
59,services,single,secondary education,yes,no,cellular,2,no
26,administration,single,secondary education,yes,no,cellular,1,no
27,self-employed,single,university education,no,no,cellular,1,yes
26,administration,single,university education,no,no,cellular,1,no
34,administration,divorced,secondary education,no,no,cellular,1,no
78,retired,married,primary education,yes,no,telephone,1,no
28,administration,single,university education,no,no,cellular,2,no
51,administration,married,university education,yes,yes,cellular,3,no
57,blue-collar,married,secondary education,no,no,cellular,1,no
58,services,married,secondary education,no,no,cellular,2,yes
58,services,married,secondary education,no,no,cellular,2,no
58,services,married,secondary education,yes,no,cellular,3,no
58,services,married,secondary education,yes,no,cellular,5,no
58,services,married,secondary education,no,no,cellular,1,no
36,administration,single,university education,yes,no,cellular,2,no
57,management,married,university education,no,no,cellular,2,yes
58,services,married,secondary education,yes,no,cellular,4,no
58,services,married,secondary education,yes,no,telephone,4,no
35,blue-collar,married,primary education,no,no,telephone,3,yes
49,technician,divorced,professional education,yes,no,cellular,2,no
86,retired,married,primary education,yes,no,cellular,2,no
68,retired,divorced,primary education,yes,no,cellular,2,yes
59,administration,divorced,university education,yes,no,cellular,1,yes
27,administration,single,university education,yes,no,cellular,1,yes
47,self-employed,married,professional education,yes,no,telephone,1,yes
27,administration,single,university education,yes,no,cellular,1,no
27,administration,single,university education,no,no,cellular,4,yes
49,technician,divorced,professional education,yes,no,cellular,4,yes
64,retired,married,primary education,yes,no,cellular,2,yes
56,unemployed,divorced,primary education,no,no,cellular,1,yes
56,unemployed,divorced,primary education,yes,no,cellular,1,yes
56,administration,single,university education,no,no,cellular,1,yes
56,administration,single,university education,yes,no,cellular,1,yes
56,administration,single,university education,yes,no,cellular,1,no
27,administration,single,university education,yes,no,cellular,1,yes
32,management,married,university education,yes,no,telephone,1,no
60,housemaid,married,primary education,yes,yes,cellular,1,yes
56,administration,single,university education,no,yes,cellular,1,no
33,administration,single,university education,yes,no,cellular,1,yes
41,administration,divorced,secondary education,no,no,telephone,2,yes
35,administration,divorced,secondary education,yes,no,telephone,3,yes
84,retired,divorced,primary education,no,no,cellular,2,no
32,administration,single,university education,yes,no,cellular,2,yes
35,administration,divorced,secondary education,yes,yes,telephone,1,yes
33,administration,single,university education,yes,no,cellular,3,yes
27,technician,single,professional education,no,no,cellular,3,no
46,technician,married,professional education,no,yes,cellular,1,yes
27,administration,single,university education,no,no,cellular,1,yes
61,administration,married,secondary education,yes,no,cellular,1,yes
76,retired,married,primary education,no,no,cellular,4,no
58,retired,married,primary education,no,no,cellular,1,yes
39,technician,married,professional education,no,no,cellular,3,no
53,management,divorced,university education,yes,no,cellular,2,yes
53,management,divorced,university education,yes,yes,cellular,6,no
53,management,divorced,university education,no,no,cellular,2,no
58,housemaid,single,professional education,no,yes,cellular,1,yes
26,unemployed,single,university education,yes,no,cellular,1,yes
71,retired,married,professional education,no,no,cellular,1,yes
71,retired,married,professional education,yes,no,cellular,2,no
37,technician,married,professional education,yes,no,telephone,1,yes
54,administration,married,secondary education,yes,no,cellular,2,yes
37,management,single,university education,no,no,cellular,1,no
35,administration,married,university education,yes,no,cellular,1,no
33,administration,single,university education,yes,no,cellular,1,no
58,housemaid,single,professional education,yes,no,cellular,1,no
62,entrepreneur,married,secondary education,yes,no,cellular,2,no
58,housemaid,single,professional education,no,no,cellular,2,no
33,administration,single,university education,no,no,cellular,1,no
48,administration,married,professional education,yes,no,cellular,1,yes
49,administration,married,secondary education,no,no,cellular,1,no
42,housemaid,divorced,primary education,yes,no,telephone,1,no
33,administration,single,university education,yes,no,cellular,1,no
58,housemaid,single,professional education,no,no,cellular,1,no
56,technician,married,secondary education,no,no,cellular,2,no
59,blue-collar,married,primary education,no,no,cellular,3,yes
33,administration,single,university education,yes,no,cellular,2,no
35,administration,married,university education,yes,no,cellular,1,yes
63,technician,married,secondary education,no,no,cellular,3,yes
33,management,single,university education,no,no,cellular,3,no
26,administration,single,university education,yes,yes,cellular,4,yes
80,housemaid,married,primary education,yes,yes,cellular,1,yes
49,administration,married,university education,yes,yes,cellular,2,yes
20,student,single,primary education,yes,yes,cellular,1,yes
20,student,single,primary education,yes,yes,cellular,4,yes
53,entrepreneur,married,primary education,yes,yes,cellular,2,yes
36,administration,single,secondary education,yes,yes,telephone,1,yes
48,administration,married,university education,yes,no,cellular,2,no
48,administration,married,university education,no,no,telephone,1,yes
74,retired,married,university education,no,no,cellular,1,yes
48,administration,married,university education,yes,yes,cellular,1,yes
48,administration,married,university education,yes,no,cellular,1,yes
35,administration,married,university education,yes,no,cellular,1,yes
37,administration,married,university education,yes,yes,cellular,1,yes
46,services,single,primary education,no,no,cellular,3,no
58,administration,married,professional education,yes,no,cellular,4,no
22,services,single,secondary education,no,no,cellular,2,no
35,services,married,professional education,yes,no,cellular,2,yes
68,retired,married,primary education,yes,no,cellular,1,no
41,administration,married,university education,yes,no,cellular,6,yes
68,retired,married,university education,yes,no,cellular,3,yes
55,technician,married,professional education,yes,no,cellular,2,no
50,technician,single,university education,yes,no,telephone,1,yes
82,retired,divorced,primary education,yes,yes,cellular,2,yes
29,administration,single,university education,yes,no,cellular,4,no
54,administration,married,secondary education,no,no,cellular,1,no
82,retired,divorced,primary education,no,no,cellular,1,yes
74,retired,divorced,primary education,yes,no,cellular,2,yes
74,retired,divorced,primary education,no,yes,cellular,2,no
74,retired,married,primary education,no,no,telephone,5,yes
85,housemaid,married,primary education,no,no,cellular,6,yes
85,housemaid,married,primary education,yes,no,cellular,1,yes
85,housemaid,married,primary education,no,no,cellular,1,no
75,retired,divorced,secondary education,no,no,telephone,1,yes
85,housemaid,married,primary education,yes,no,cellular,1,yes
70,retired,married,primary education,yes,no,telephone,2,no
61,retired,married,secondary education,yes,no,cellular,4,no
49,administration,divorced,secondary education,no,no,cellular,2,no
66,retired,divorced,primary education,yes,no,cellular,1,yes
57,housemaid,married,primary education,yes,no,telephone,3,yes
80,retired,divorced,primary education,yes,no,cellular,1,no
80,retired,divorced,primary education,yes,no,telephone,1,yes
80,retired,divorced,primary education,yes,no,telephone,2,yes
80,retired,divorced,primary education,yes,yes,cellular,2,yes
57,housemaid,married,primary education,no,no,cellular,2,yes
58,unemployed,married,secondary education,yes,no,cellular,1,yes
53,housemaid,married,university education,yes,no,cellular,1,yes
80,retired,divorced,primary education,yes,no,cellular,1,no
57,retired,married,secondary education,yes,no,cellular,2,yes
77,retired,married,secondary education,yes,no,cellular,7,yes
59,retired,divorced,secondary education,yes,no,cellular,2,no
44,administration,married,secondary education,yes,no,cellular,4,no
80,retired,divorced,primary education,yes,yes,cellular,1,yes
32,administration,single,university education,yes,yes,cellular,5,no
43,administration,divorced,university education,no,no,telephone,4,yes
41,administration,married,university education,yes,no,cellular,1,yes
63,housemaid,married,secondary education,yes,no,cellular,1,no
47,administration,married,secondary education,yes,no,cellular,1,yes
73,retired,single,professional education,no,no,cellular,1,yes
26,student,single,secondary education,yes,yes,cellular,1,yes
25,administration,single,university education,no,yes,cellular,1,no
71,retired,married,primary education,no,no,telephone,8,no
29,administration,single,university education,yes,no,cellular,3,no
46,administration,married,secondary education,no,no,cellular,3,yes
38,management,divorced,university education,yes,no,cellular,2,yes
29,technician,married,university education,yes,no,cellular,2,no
32,technician,married,professional education,no,no,cellular,2,yes
46,administration,married,secondary education,yes,yes,cellular,2,no
29,technician,married,university education,yes,no,cellular,1,yes
30,student,single,secondary education,yes,yes,cellular,3,no
20,student,single,secondary education,no,no,cellular,1,yes
46,administration,married,secondary education,yes,no,cellular,5,no
24,blue-collar,single,secondary education,no,no,cellular,10,no
71,retired,married,primary education,no,no,cellular,2,yes
24,blue-collar,single,secondary education,no,no,cellular,2,no
71,retired,married,primary education,no,no,cellular,3,no
29,technician,married,university education,no,no,cellular,3,no
24,blue-collar,single,secondary education,yes,no,cellular,1,no
27,student,single,university education,yes,yes,cellular,2,no
39,management,married,university education,no,no,telephone,1,yes
24,student,single,secondary education,yes,no,cellular,1,no
24,student,single,secondary education,yes,no,cellular,1,no
